ID	TRAIT	CHR	POS	P_WGS	BETA_WGS	AC_WGS	AF_WGS	N_WGS	P_WES_FE	BETA_WES_FE	TOP_EXON	N_IMP	GENOCNT_IMP	MAF_IMP	P_IMP	BETA_IMP	TYPE	DR2_IMP	AF_IMP_CALLSET	maxR2	EXON_R2_BATCH1	EXON_R2_BATCH2	exon_r2_ave	imp_r2_higher	combined_p
chr5_798501_810600	S_krea_combined	5	798501	0.0001509	-0.1215	1471	0.3694123556	3982	0.159463	0.00845432	5:825272-825373	NA	NA	NA	NA	NA	NA	NA	NA	0.08	0.189	0.178	0.1835	FALSE	0.000279968684481354
chr15_33908501_34437400	S_krea_combined	15	33908501	0.0008883	1.541	20	0.00502260170768	3982	0.0968046	0.00581611	15:34673611-34673815	NA	NA	NA	NA	NA	NA	NA	NA	0.071	0.133	0.14	0.1365	FALSE	0.000890980715277169
chr19_57527801_57913300	S_krea_combined	19	57527801	0.0003959	1.39	32	0.0080361627323	3982	0.149715	0.0301894	19:58264658-58266056	NA	NA	NA	NA	NA	NA	NA	NA	0.023	NA	0.16	0.16	FALSE	0.000636190156467915
chr19_57752101_57833900	S_krea_combined	19	57752101	0.0008505	0.9526	13	0.00326469110999	3982	0.149715	0.0301894	19:58264658-58266056	NA	NA	NA	NA	NA	NA	NA	NA	0.056	NA	0.147	0.147	FALSE	0.00126934157519018
chr22_41962701_42147200	S_krea_combined	22	41962701	0.0001195	1.291	13	0.00326469110999	3982	0.524417	0.00179352	22:42523448-42523637	NA	NA	NA	NA	NA	NA	NA	NA	0.063	0.145	0.184	0.1645	FALSE	0.000669145941592743
chr7_134537001_134575800	Alb_combined	7	134537001	0.0006477	-0.7877	24	0.00767018216683	3129	0.0763174	-0.0161875	7:134217744-134217845	NA	NA	NA	NA	NA	NA	NA	NA	0.971	0.123	NA	0.123	FALSE	0.000539533861763713
chr1_25367801_25388100	glu_fast_combined	1	25367801	9.881e-05	-0.8143	25	0.00927988121752	2694	0.624018	0.00242427	1:25696944-25697045	NA	NA	NA	NA	NA	NA	NA	NA	0.387	NA	0.161	0.161	FALSE	0.000659376765862457
chr4_143991801_144095100	glu_fast_combined	4	143991801	0.0004233	1.145	11	0.00408314773571	2694	0.019251	0.0129361	4:144940372-144940472	NA	NA	NA	NA	NA	NA	NA	NA	0.4	NA	0.15	0.15	FALSE	0.000103635241585439
chr19_4218301_4224900	glu_fast_combined	19	4218301	7.926e-05	-0.2848	37	0.0137342242019	2694	0.42847	-0.00865008	19:4224413-4224514	NA	NA	NA	NA	NA	NA	NA	NA	0.181	0.315	0.393	0.354	FALSE	0.000383424988101822
chr22_21204101_21205500	glu_fast_combined	22	21204101	0.0001198	-0.1851	1532	0.56867112101	2694	0.425934	-0.00266714	22:21570213-21570368	NA	NA	NA	NA	NA	NA	NA	NA	0.101	0.122	0.164	0.143	FALSE	0.000555333728013285
chr22_21204101_21206600	glu_fast_combined	22	21204101	6.446e-05	-0.1992	1267	0.470304380104	2694	0.425934	-0.00266714	22:21570213-21570368	NA	NA	NA	NA	NA	NA	NA	NA	0.092	0.12	0.162	0.141	FALSE	0.000315821240073563
chr22_21212101_21213000	glu_fast_combined	22	21212101	3.676e-05	-0.1532	1518	0.563474387528	2694	0.467591	-0.00301883	22:21570759-21570957	NA	NA	NA	NA	NA	NA	NA	NA	0.118	0.133	0.124	0.1285	FALSE	0.000205769767025395
chr22_21214301_21218900	glu_fast_combined	22	21214301	0.0007775	-0.1181	1926	0.714922048998	2694	0.34139	-0.00621407	22:21576368-21576504	NA	NA	NA	NA	NA	NA	NA	NA	0.146	0.134	0.157	0.1455	FALSE	0.00245102890077413
chr22_21215901_21218400	glu_fast_combined	22	21215901	0.0005283	-0.1025	1244	0.461766889384	2694	0.34139	-0.00621407	22:21576368-21576504	NA	NA	NA	NA	NA	NA	NA	NA	0.169	0.118	0.12	0.119	FALSE	0.0017351318497149
chr22_21216901_21221200	glu_fast_combined	22	21216901	0.000286	-0.159	1637	0.607646622123	2694	0.34139	-0.00621407	22:21576368-21576504	NA	NA	NA	NA	NA	NA	NA	NA	0.077	0.101	0.126	0.1135	FALSE	0.000999246848006257
chr1_13031701_13034600	ln_ins_fast_combined	1	13031701	0.000528	-0.237	25	0.00927988121752	2694	0.817947	-0.00131883	1:13448049-13448609	NA	NA	NA	NA	NA	NA	NA	NA	0.517	0.275	0.218	0.2465	FALSE	0.00377778017454282
chr2_130427401_130436300	ln_ins_fast_combined	2	130427401	0.0007608	0.364	13	0.00482553823311	2694	0.00373693	-0.0130789	2:131414121-131415451	NA	NA	NA	NA	NA	NA	NA	NA	0.199	0.304	0.262	0.283	FALSE	3.91506795610009e-05
chr2_130430601_130436100	ln_ins_fast_combined	2	130430601	0.000285	0.3061	577	0.2141796585	2694	0.00373693	-0.0130789	2:131414121-131415451	NA	NA	NA	NA	NA	NA	NA	NA	0.567	0.135	0.109	0.122	FALSE	1.57117950838512e-05
chr7_144360801_144361300	ln_ins_fast_combined	7	144360801	0.0001219	-0.07324	1781	0.661098737936	2694	0.461327	-0.00451063	7:144059762-144062917	NA	NA	NA	NA	NA	NA	NA	NA	0.32	0.28	0.227	0.2535	FALSE	0.000606556541561291
chr2_178655401_178660200	P_gl120_combined	2	178655401	0.0009127	0.2289	564	0.209509658247	2692	0.120044	0.0129926	2:179523723-179523824	NA	NA	NA	NA	NA	NA	NA	NA	0.404	0.293	0.286	0.2895	FALSE	0.00110867975085585
chr16_29437901_29450300	P_gl120_combined	16	29437901	0.0008106	0.231	1556	0.578008915305	2692	0.128238	-0.0136219	16:29468952-29469081	NA	NA	NA	NA	NA	NA	NA	NA	0.12	0.397	0.371	0.384	FALSE	0.00105733533414544
chr16_29455501_29461800	P_gl120_combined	16	29455501	0.0006227	0.1463	1587	0.589524517088	2692	0.128238	-0.0136219	16:29468952-29469081	NA	NA	NA	NA	NA	NA	NA	NA	0.146	0.415	0.376	0.3955	FALSE	0.000833299429373757
chr16_29457501_29466200	P_gl120_combined	16	29457501	0.0008988	0.1475	1597	0.59323922734	2692	0.128238	-0.0136219	16:29468952-29469081	NA	NA	NA	NA	NA	NA	NA	NA	0.144	0.425	0.387	0.406	FALSE	0.00116047742718343
chr16_29457901_29462200	P_gl120_combined	16	29457901	0.0003657	0.153	1619	0.601411589896	2692	0.128238	-0.0136219	16:29468952-29469081	NA	NA	NA	NA	NA	NA	NA	NA	0.129	0.406	0.378	0.392	FALSE	0.000514341891403649
chr16_29481301_29496200	P_gl120_combined	16	29481301	0.0007743	0.219	1611	0.598439821694	2692	0.128238	-0.0136219	16:29468952-29469081	NA	NA	NA	NA	NA	NA	NA	NA	0.131	NA	NA	NA	FALSE	0.00101453533801546
chr2_158121901_158122700	ln_P_ffa0_combined	2	158121901	0.0003399	0.2547	16	0.00593692022263	2695	0.312528	0.00879458	2:158974335-158974451	NA	NA	NA	NA	NA	NA	NA	NA	0.133	0.117	NA	0.117	FALSE	0.00107820844728921
chr7_38266601_38351800	DHA_combined	7	38266601	0.0001258	-0.702	819	0.291148240313	2813	0.304737	-0.0133033	7:38304949-38305280	NA	NA	NA	NA	NA	NA	NA	NA	0.053	NA	0.11	0.11	FALSE	0.000428178560173106
chr14_22418401_22460000	DHA_combined	14	22418401	0.0008553	-0.4836	1104	0.392463562033	2813	0.0128145	-0.0522879	14:22539192-22539465	NA	NA	NA	NA	NA	NA	NA	NA	0.004	0.122	0.119	0.1205	FALSE	0.000136139752938476
chr10_46887101_46891100	FAw3_combined	10	46887101	0.0005071	0.2437	357	0.126910771418	2813	0.113602	-0.024026	10:48858483-48858699	NA	NA	NA	NA	NA	NA	NA	NA	0.908	0.153	NA	0.153	FALSE	0.000619964446990583
chr1_159036801_159047700	MUFA_combined	1	159036801	0.0005941	-0.5395	477	0.169569854248	2813	0.151121	-0.00460922	1:159015086-159015255	NA	NA	NA	NA	NA	NA	NA	NA	0.704	0.544	0.503	0.5235	FALSE	0.000926372545204178
chr1_159036801_159047700	SFA_combined	1	159036801	0.000802	-0.5269	477	0.169569854248	2813	0.0978327	-0.00530506	1:159015086-159015255	NA	NA	NA	NA	NA	NA	NA	NA	0.704	0.544	0.503	0.5235	FALSE	0.000820153485426053
chr14_105893601_105906900	S_ApoA1_combined	14	105893601	0.0009783	0.5349	20	0.0058207217695	3436	0.00128317	0.0137865	14:106361460-106361560	NA	NA	NA	NA	NA	NA	NA	NA	0.564	NA	0.145	0.145	FALSE	1.83128296535372e-05
chr11_1_176700	S_ApoB_combined	11	1	0.0006552	0.371	1935	0.562990980506	3437	0.0733667	0.00412334	11:180208-180405	NA	NA	NA	NA	NA	NA	NA	NA	0.359	0.177	0.194	0.1855	FALSE	0.000526021535205458
chr11_64301_153900	S_ApoB_combined	11	64301	0.0007503	0.2492	1774	0.516147803317	3437	0.0733667	0.00412334	11:180208-180405	NA	NA	NA	NA	NA	NA	NA	NA	0.306	0.137	0.146	0.1415	FALSE	0.000594911063115041
chr11_117401_126700	S_ApoB_combined	11	117401	0.0009592	0.1899	1866	0.542915333139	3437	0.0733667	0.00412334	11:180208-180405	NA	NA	NA	NA	NA	NA	NA	NA	0.363	0.184	0.188	0.186	FALSE	0.000743261814782336
chr11_124101_129000	S_ApoB_combined	11	124101	0.0008904	0.1559	1891	0.550189118417	3437	0.0733667	0.00412334	11:180208-180405	NA	NA	NA	NA	NA	NA	NA	NA	0.334	0.221	0.222	0.2215	FALSE	0.000694812406212838
chr2_130507801_130508700	S_totalc_combined	2	130507801	0.0002561	-0.3754	1983	0.49205955335	4030	0.402361	0.00324106	2:131403701-131403884	NA	NA	NA	NA	NA	NA	NA	NA	0.16	0.133	0.103	0.118	FALSE	0.00104903043318211
chr2_130580201_130597300	S_totalc_combined	2	130580201	0.0001216	0.5886	1955	0.485111662531	4030	0.402361	0.00324106	2:131403701-131403884	NA	NA	NA	NA	NA	NA	NA	NA	0.26	0.214	0.187	0.2005	FALSE	0.000534537307636869
chr2_130580201_130600400	S_totalc_combined	2	130580201	0.0006572	0.5368	2178	0.540446650124	4030	0.402361	0.00324106	2:131403701-131403884	NA	NA	NA	NA	NA	NA	NA	NA	0.326	0.259	0.224	0.2415	FALSE	0.00244280047149369
chr10_48163301_48165000	S_totalc_combined	10	48163301	0.0004451	-0.08411	820	0.203473945409	4030	0.335506	-0.00366987	10:49371370-49371715	NA	NA	NA	NA	NA	NA	NA	NA	0.585	0.156	NA	0.156	FALSE	0.00146486330061568
chr16_72057001_72058200	S_totalc_combined	16	72057001	0.0004122	0.09684	2469	0.612655086849	4030	0.008414	0.00863756	16:72092152-72092255	NA	NA	NA	NA	NA	NA	NA	NA	0.682	0.729	0.659	0.694	FALSE	4.70706149382937e-05
chr7_140410001_140432400	S_ldlc_combined	7	140410001	0.0002774	0.6807	18	0.00575447570332	3128	0.211524	0.0142822	7:140125681-140125951	NA	NA	NA	NA	NA	NA	NA	NA	0.923	NA	0.122	0.122	FALSE	0.000630391800835811
chr8_55808601_55967300	S_ldlc_combined	8	55808601	0.0002656	2.152	11	0.00351662404092	3128	0.271841	0.00635255	8:56858979-56859080	NA	NA	NA	NA	NA	NA	NA	NA	0.035	NA	0.106	0.106	FALSE	0.000760713537138588
chr15_34426501_34427000	S_ldlc_combined	15	34426501	0.0005171	0.1373	673	0.215153452685	3128	0.904787	0.000507797	15:34673611-34673815	NA	NA	NA	NA	NA	NA	NA	NA	0.342	0.117	NA	0.117	FALSE	0.0040551434510635
chr16_72057001_72058200	S_ldlc_combined	16	72057001	0.0003389	0.1121	1900	0.607416879795	3128	0.000454418	0.014351	16:72092152-72092255	NA	NA	NA	NA	NA	NA	NA	NA	0.682	0.729	0.659	0.694	FALSE	2.56972769230663e-06
chr19_57527801_57913300	S_ldlc_combined	19	57527801	0.0005482	1.629	10	0.00319693094629	3128	0.0972767	-0.033836	19:58290118-58291165	NA	NA	NA	NA	NA	NA	NA	NA	0.023	NA	0.157	0.157	FALSE	0.00057801582336315
chr2_88832401_88998100	S_hdlc_combined	2	88832401	0.0007488	1.299	13	0.00322660709854	4029	0.0680332	0.00593763	2:89278429-89278529	NA	NA	NA	NA	NA	NA	NA	NA	0.05	NA	0.102	0.102	FALSE	0.00055450710091142
chr19_88201_90400	S_hdlc_combined	19	88201	0.0004549	-0.07805	1574	0.390667659469	4029	0.341834	-0.00189634	19:110678-111597	NA	NA	NA	NA	NA	NA	NA	NA	0.054	0.576	0.59	0.583	FALSE	0.00151906099365304
chr19_88201_90400	HDL2_C_combined	19	88201	0.0008683	-0.08516	1195	0.380452085323	3141	0.371683	-0.00241419	19:110678-111597	NA	NA	NA	NA	NA	NA	NA	NA	0.054	0.576	0.59	0.583	FALSE	0.00291707675729937
chr18_14798901_14803100	HDL3_C_combined	18	14798901	0.0005326	-0.3884	34	0.0108245781598	3141	0.849952	-0.000885062	18:14799208-14799308	NA	NA	NA	NA	NA	NA	NA	NA	0.737	0.145	NA	0.145	FALSE	0.00393849731142479
chr8_55808601_55967300	VLDL_C_combined	8	55808601	0.0002502	2.115	11	0.00350206940465	3141	0.713971	-0.00229145	8:56858979-56859080	NA	NA	NA	NA	NA	NA	NA	NA	0.035	NA	0.106	0.106	FALSE	0.00172028938924099
chr8_55808601_55967300	Remnant_C_combined	8	55808601	0.0001129	2.224	11	0.00350206940465	3141	0.803163	-0.0015689	8:56858979-56859080	NA	NA	NA	NA	NA	NA	NA	NA	0.035	NA	0.106	0.106	FALSE	0.000934718225429185
chr1_6378101_6380600	IDL_C_combined	1	6378101	0.0006721	-0.1699	390	0.124124761299	3142	0.19821	-0.0185826	1:6445553-6445727	NA	NA	NA	NA	NA	NA	NA	NA	0.959	0.425	0.406	0.4155	FALSE	0.00132198252676754
chr1_6378101_6387400	IDL_C_combined	1	6378101	0.0007196	-0.2101	390	0.124124761299	3142	0.19821	-0.0185826	1:6445553-6445727	NA	NA	NA	NA	NA	NA	NA	NA	0.973	0.467	0.428	0.4475	FALSE	0.00140567222884273
chr11_89802201_89803100	IDL_C_combined	11	89802201	0.0009364	0.09035	1984	0.631444939529	3142	0.205252	0.00553419	11:89534095-89534195	NA	NA	NA	NA	NA	NA	NA	NA	0.608	0.594	0.128	0.361	FALSE	0.00183683306789797
chr11_90033301_90034000	IDL_C_combined	11	90033301	0.0009531	-0.09471	1728	0.549968173138	3142	0.0555494	-0.00669521	11:89819117-89820299	NA	NA	NA	NA	NA	NA	NA	NA	0.727	0.632	0.186	0.409	FALSE	0.00057424653724742
chr11_90036701_90041000	IDL_C_combined	11	90036701	0.0009335	-0.1518	1881	0.598663271801	3142	0.0555494	-0.00669521	11:89819117-89820299	NA	NA	NA	NA	NA	NA	NA	NA	0.718	0.609	0.111	0.36	FALSE	0.000563514955093182
chr11_90063401_90068800	IDL_C_combined	11	90063401	0.0008347	-0.1457	1684	0.535964353915	3142	0.0555494	-0.00669521	11:89819117-89820299	NA	NA	NA	NA	NA	NA	NA	NA	0.728	0.501	NA	0.501	FALSE	0.000509060542302838
chr11_90064201_90081200	IDL_C_combined	11	90064201	0.0009055	-0.1605	1673	0.532463399109	3142	0.0555494	-0.00669521	11:89819117-89820299	NA	NA	NA	NA	NA	NA	NA	NA	0.744	0.578	0.13	0.354	FALSE	0.000548144344562833
chr11_90065501_90066200	IDL_C_combined	11	90065501	0.0006582	-0.09073	1646	0.523870146404	3142	0.0555494	-0.00669521	11:89819117-89820299	NA	NA	NA	NA	NA	NA	NA	NA	0.732	0.506	NA	0.506	FALSE	0.000410103997481239
chr11_90070401_90072200	IDL_C_combined	11	90070401	0.0008959	-0.09591	1679	0.534373010821	3142	0.0555494	-0.00669521	11:89819117-89820299	NA	NA	NA	NA	NA	NA	NA	NA	0.734	0.509	NA	0.509	FALSE	0.000542863422758276
chr11_90071601_90072200	IDL_C_combined	11	90071601	0.0005115	-0.09178	1659	0.528007638447	3142	0.0555494	-0.00669521	11:89819117-89820299	NA	NA	NA	NA	NA	NA	NA	NA	0.713	0.5	NA	0.5	FALSE	0.000325864567536882
chr1_6378101_6387400	IDL_P_combined	1	6378101	0.0009327	-0.2049	390	0.124164278892	3141	0.181584	-0.0192287	1:6445553-6445727	NA	NA	NA	NA	NA	NA	NA	NA	0.973	0.467	0.428	0.4475	FALSE	0.00164002433460163
chr11_90071601_90072200	IDL_P_combined	11	90071601	0.000758	-0.08845	1659	0.52817574021	3141	0.0610015	-0.00652817	11:89819117-89820299	NA	NA	NA	NA	NA	NA	NA	NA	0.713	0.5	NA	0.5	FALSE	0.000507783590840435
chr3_129025401_129036900	XXL_VLDL_P_combined	3	129025401	0.0005575	0.563	16	0.00509229789943	3142	0.777597	0.00269059	3:128751664-128751810	NA	NA	NA	NA	NA	NA	NA	NA	0.665	0.107	NA	0.107	FALSE	0.00379043870531563
chr7_74887501_74891600	XXL_VLDL_P_combined	7	74887501	0.0009672	0.2231	346	0.110120942075	3142	0.678905	-0.00494048	7:74303775-74303876	NA	NA	NA	NA	NA	NA	NA	NA	0.636	0.241	0.212	0.2265	FALSE	0.00546872131952116
chr2_87408001_87411300	ln_S_tottg_combined	2	87408001	0.0005937	0.08123	680	0.217044366422	3133	0.506907	-0.00379472	2:87808732-87808847	NA	NA	NA	NA	NA	NA	NA	NA	0.52	0.154	NA	0.154	FALSE	0.00274122862575505
chr6_32636801_32637800	TotPG_combined	6	32636801	0.0004739	0.1376	1525	0.485823510672	3139	0.0599151	0.0120914	6:32610386-32610542	NA	NA	NA	NA	NA	NA	NA	NA	0.848	0.227	0.2	0.2135	FALSE	0.00032565778178467
chr19_53405601_53452700	TotPG_combined	19	53405601	0.0006811	0.9328	15	0.00477859190825	3139	0.475754	-0.0148863	19:53957903-53960003	NA	NA	NA	NA	NA	NA	NA	NA	0.081	NA	0.251	0.251	FALSE	0.0029275541681893
chr2_95595501_95596600	PC_combined	2	95595501	0.0007069	0.1801	1718	0.547308059892	3139	0.843579	-0.0011981	2:96259771-96260183	NA	NA	NA	NA	NA	NA	NA	NA	0.606	0.338	0.208	0.273	FALSE	0.00502388136743758
chr19_53405601_53452700	PC_combined	19	53405601	0.0005257	0.9513	15	0.00477859190825	3139	0.259631	-0.0234498	19:53957903-53960003	NA	NA	NA	NA	NA	NA	NA	NA	0.081	NA	0.251	0.251	FALSE	0.00135113223912487
chr5_788701_825200	SM_combined	5	788701	0.0009679	0.1374	1323	0.421471806308	3139	0.117989	0.00997657	5:814843-814943	NA	NA	NA	NA	NA	NA	NA	NA	0.177	0.465	0.467	0.466	FALSE	0.00115087136592351
chr5_798501_810600	SM_combined	5	798501	0.0005472	0.1159	1250	0.398215992354	3139	0.117989	0.00997657	5:814843-814943	NA	NA	NA	NA	NA	NA	NA	NA	0.08	0.233	0.234	0.2335	FALSE	0.000687463974031849
chr5_837001_842600	SM_combined	5	837001	0.0004437	0.09606	2114	0.67346288627	3139	0.117989	0.00997657	5:814843-814943	NA	NA	NA	NA	NA	NA	NA	NA	0.172	0.157	NA	0.157	FALSE	0.000568410141863212
chr5_837101_848700	SM_combined	5	837101	0.0004438	0.0895	2043	0.650844217904	3139	0.265559	-0.00324259	5:833855-833955	NA	NA	NA	NA	NA	NA	NA	NA	0.209	0.273	NA	0.273	FALSE	0.00118397863294483
chr5_838301_856400	SM_combined	5	838301	0.0007638	0.1395	1970	0.62758840395	3139	0.265559	-0.00324259	5:833855-833955	NA	NA	NA	NA	NA	NA	NA	NA	0.207	0.242	NA	0.242	FALSE	0.00192755607465894
chr5_838501_841100	SM_combined	5	838501	0.0004195	0.09067	1707	0.543803759159	3139	0.117989	0.00997657	5:814843-814943	NA	NA	NA	NA	NA	NA	NA	NA	0.133	0.148	NA	0.148	FALSE	0.000540184292860621
chr5_839801_841000	SM_combined	5	839801	0.0005773	0.06565	1804	0.574705320166	3139	0.117989	0.00997657	5:814843-814943	NA	NA	NA	NA	NA	NA	NA	NA	0.171	0.123	NA	0.123	FALSE	0.000721632113967135
chr5_839801_842500	SM_combined	5	839801	0.0006956	0.06768	1781	0.567378145906	3139	0.192743	0.0104785	5:821943-822043	NA	NA	NA	NA	NA	NA	NA	NA	0.176	0.123	NA	0.123	FALSE	0.00132961020917626
chr5_842901_845900	SM_combined	5	842901	0.0008519	0.06752	1856	0.591271105448	3139	0.6674	-0.00250993	5:837479-837596	NA	NA	NA	NA	NA	NA	NA	NA	0.166	0.435	NA	0.435	FALSE	0.00481705535657591
chr10_46124601_46133700	Ala_combined	10	46124601	0.0003472	0.2836	642	0.228144989339	2814	0.645927	0.00323423	10:51464463-51465940	NA	NA	NA	NA	NA	NA	NA	NA	0.828	0.534	0.484	0.509	FALSE	0.00210869969602215
chr10_46126101_46129500	Ala_combined	10	46126101	0.0001446	0.2391	497	0.176616915423	2814	0.645927	0.00323423	10:51464463-51465940	NA	NA	NA	NA	NA	NA	NA	NA	0.866	0.58	0.526	0.553	FALSE	0.000960032723197279
chr10_46126501_46131600	Ala_combined	10	46126501	0.0008759	0.1996	488	0.17341862118	2814	0.645927	0.00323423	10:51464463-51465940	NA	NA	NA	NA	NA	NA	NA	NA	0.856	0.576	0.521	0.5485	FALSE	0.0047961959923766
chr15_32159101_32164100	Ala_combined	15	32159101	0.0007128	-0.2596	1493	0.530561478323	2814	0.0475851	-0.00696611	15:32449808-32449977	NA	NA	NA	NA	NA	NA	NA	NA	0.488	0.181	NA	0.181	FALSE	0.000382994076885535
chr15_32159101_32165300	Ala_combined	15	32159101	0.0005819	-0.3002	1573	0.558990760483	2814	0.0475851	-0.00696611	15:32449808-32449977	NA	NA	NA	NA	NA	NA	NA	NA	0.426	0.234	0.113	0.1735	FALSE	0.000318278605048183
chr15_32162401_32164900	Ala_combined	15	32162401	0.0002649	-0.2312	1902	0.675906183369	2814	0.0475851	-0.00696611	15:32449808-32449977	NA	NA	NA	NA	NA	NA	NA	NA	0.573	0.139	NA	0.139	FALSE	0.000154810566590235
chr15_32171901_32177200	Ala_combined	15	32171901	0.0005206	-0.2486	1747	0.620824449183	2814	0.0475851	-0.00696611	15:32449808-32449977	NA	NA	NA	NA	NA	NA	NA	NA	0.378	0.154	NA	0.154	FALSE	0.000287507309831118
chr15_32176701_32177200	Ala_combined	15	32176701	0.0001585	-0.1362	1944	0.690831556503	2814	0.60256	0.00161336	15:32455426-32455537	NA	NA	NA	NA	NA	NA	NA	NA	0.551	NA	0.214	0.214	FALSE	0.000979538018250538
chr16_69976701_69989200	Ala_combined	16	69976701	1.153e-07	-0.5706	79	0.0280739161336	2814	1.76108e-06	-0.0355967	16:70154395-70154623	NA	NA	NA	NA	NA	NA	NA	NA	0.257	0.395	0.358	0.3765	FALSE	6.1373258314875e-12
chr16_69976701_70022500	Ala_combined	16	69976701	2.11e-07	-0.5869	81	0.0287846481876	2814	1.76108e-06	-0.0355967	16:70154395-70154623	NA	NA	NA	NA	NA	NA	NA	NA	0.246	0.446	0.408	0.427	FALSE	1.10068012507567e-11
chr16_69977001_70116600	Ala_combined	16	69977001	2.154e-07	-0.5921	92	0.0326936744847	2814	1.76108e-06	-0.0355967	16:70154395-70154623	NA	NA	NA	NA	NA	NA	NA	NA	0.251	0.456	0.419	0.4375	FALSE	1.12284979751766e-11
chr16_70062001_70113500	Ala_combined	16	70062001	2.929e-07	-0.5744	89	0.0316275764037	2814	1.76108e-06	-0.0355967	16:70154395-70154623	NA	NA	NA	NA	NA	NA	NA	NA	0.274	0.44	0.412	0.426	FALSE	1.51099342101352e-11
chr16_70094701_70118200	Ala_combined	16	70094701	3.707e-07	-0.5391	79	0.0280739161336	2814	1.76108e-06	-0.0355967	16:70154395-70154623	NA	NA	NA	NA	NA	NA	NA	NA	0.257	0.401	0.37	0.3855	FALSE	1.89696474778241e-11
chr9_40200901_40223400	Gln_combined	9	40200901	0.0001994	-0.4451	929	0.330604982206	2810	0.709366	0.00143441	9:42368414-42368618	NA	NA	NA	NA	NA	NA	NA	NA	0.493	0.177	0.108	0.1425	FALSE	0.00139517971830687
chr9_40200901_40225700	Gln_combined	9	40200901	0.0003453	-0.381	1064	0.378647686833	2810	0.709366	0.00143441	9:42368414-42368618	NA	NA	NA	NA	NA	NA	NA	NA	0.459	0.208	0.128	0.168	FALSE	0.00228152688408141
chr9_40200901_40241200	Gln_combined	9	40200901	0.0004511	-0.3831	1741	0.619572953737	2810	0.709366	0.00143441	9:42368414-42368618	NA	NA	NA	NA	NA	NA	NA	NA	0.23	0.118	NA	0.118	FALSE	0.00289506044483042
chr9_40208801_40223400	Gln_combined	9	40208801	0.0008863	-0.3118	911	0.324199288256	2810	0.709366	0.00143441	9:42368414-42368618	NA	NA	NA	NA	NA	NA	NA	NA	0.307	0.197	0.134	0.1655	FALSE	0.0052634678179786
chr9_64375201_64386000	Gln_combined	9	64375201	0.0006326	-0.2352	1722	0.6128113879	2810	0.146154	-0.0123838	9:69382092-69382296	NA	NA	NA	NA	NA	NA	NA	NA	0.276	0.114	NA	0.114	FALSE	0.000951268709506167
chr9_65266501_65312400	Gln_combined	9	65266501	0.0007177	-0.3105	718	0.255516014235	2810	0.364212	-0.0220892	9:70176732-70178816	NA	NA	NA	NA	NA	NA	NA	NA	0.25	0.226	0.159	0.1925	FALSE	0.00241776687900401
chr9_65296601_65324100	Gln_combined	9	65296601	0.0004536	-0.3859	749	0.266548042705	2810	0.364212	-0.0220892	9:70176732-70178816	NA	NA	NA	NA	NA	NA	NA	NA	0.242	0.189	0.142	0.1655	FALSE	0.00160387718526076
chr9_65296801_65314000	Gln_combined	9	65296801	0.0001992	-0.4539	721	0.256583629893	2810	0.364212	-0.0220892	9:70176732-70178816	NA	NA	NA	NA	NA	NA	NA	NA	0.238	0.196	0.149	0.1725	FALSE	0.000764050889656696
chr9_65297801_65314100	Gln_combined	9	65297801	0.0001609	-0.4548	723	0.257295373665	2810	0.364212	-0.0220892	9:70176732-70178816	NA	NA	NA	NA	NA	NA	NA	NA	0.239	0.199	0.153	0.176	FALSE	0.000629660536814516
chr9_65306001_65316500	Gln_combined	9	65306001	0.0001778	-0.4287	711	0.253024911032	2810	0.364212	-0.0220892	9:70176732-70178816	NA	NA	NA	NA	NA	NA	NA	NA	0.233	0.228	0.17	0.199	FALSE	0.000689328739761169
chr9_65306101_65314300	Gln_combined	9	65306101	0.0002554	-0.4561	727	0.25871886121	2810	0.364212	-0.0220892	9:70176732-70178816	NA	NA	NA	NA	NA	NA	NA	NA	0.198	0.237	0.173	0.205	FALSE	0.000956494016153959
chr10_46887101_46891100	Gly_combined	10	46887101	0.0004112	-0.2563	335	0.128058103976	2616	0.931414	0.00133992	10:48858483-48858699	NA	NA	NA	NA	NA	NA	NA	NA	0.908	0.153	NA	0.153	FALSE	0.00339622297692218
chr15_30372401_30378600	Gly_combined	15	30372401	0.0006763	-0.2041	1653	0.631880733945	2616	0.185817	-0.00655607	15:30664349-30664545	NA	NA	NA	NA	NA	NA	NA	NA	0.271	0.17	0.192	0.181	FALSE	0.00125440160156124
chr7_38266601_38351800	His_combined	7	38266601	0.000397	-0.6497	819	0.291148240313	2813	0.127299	-0.0161715	7:38301745-38301846	NA	NA	NA	NA	NA	NA	NA	NA	0.053	0.112	0.113	0.1125	FALSE	0.000550496631657942
chr14_21896901_22636500	His_combined	14	21896901	1.214e-05	-0.995	1277	0.45396373978	2813	8.38311e-06	-0.0936787	14:22539192-22539465	NA	NA	NA	NA	NA	NA	NA	NA	0.003	0.135	0.138	0.1365	FALSE	2.44334725838209e-09
chr14_21979101_22279400	His_combined	14	21979101	2.011e-05	-0.8432	1148	0.408105225738	2813	8.38311e-06	-0.0936787	14:22539192-22539465	NA	NA	NA	NA	NA	NA	NA	NA	0.004	0.136	0.144	0.14	FALSE	3.96233640490724e-09
